product_id,vendor_id,sku,product_name,description,category,subcategory,currency,price,cost,stock_quantity,reorder_level,weight_kg,rating,review_count,is_active,tags,created_date,last_updated,source_file,loaded_at
PRD-000156,VND-005,SKU-68085,Premium Cotton T-Shirt,Discover the ultimate premium cotton t-shirt for your needs.,Clothing,Women's Wear,USD,630.21,298.71,276,50,8.2,3.4,4372,false,"clothing,women's-wear,trending,eco-friendly",2023/01/28,2023-07-05,products.csv,2026-02-11T07:14:54.110402
PRD-000075,VND-004,SKU-89220,Advanced Running Shoes,Our Advanced Running Shoes combines style and functionality.,Sports & Outdoors,Water Sports,USD,706.72,456.28,254,19,9.05,2.5,132,false,"sports-outdoors,water-sports,eco-friendly,budget-friendly,trending",2024/07/02,2024-11-12,products.csv,2026-02-11T07:14:54.110402
PRD-000175,VND-007,SKU-59856,Smart Outdoor Play Set,Experience the best in toys & games with our Smart Outdoor Play Set.,Toys & Games,Puzzles,USD,722.99,328.93,55,50,,2.6,403,true,"toys-games,puzzles,trending,budget-friendly",2024-08-20,2024-11-25,products.csv,2026-02-11T07:14:54.110402
PRD-000466,VND-002,SKU-35551,Essential USB Hub,Premium essential usb hub designed for maximum performance.,Electronics,Smartwatches,USD,528.26,275.81,14,48,7.52,5.0,3638,true,"electronics,smartwatches,sale",2024/04/10,2024-09-17,products.csv,2026-02-11T07:14:54.110402
PRD-000285,VND-008,SKU-28550,Compact Perfume Essence,Discover the ultimate compact perfume essence for your needs.,Beauty & Personal Care,Haircare,USD,938.88,311.71,125,33,18.15,3.5,3262,false,"beauty-personal-care,haircare,trending",25/05/2023,2023-12-04,products.csv,2026-02-11T07:14:54.110402
PRD-000432,VND-006,SKU-43482,Deluxe Self-Help Guide,Premium deluxe self-help guide designed for maximum performance.,Books & Media,Fiction,USD,121.7,77.51,185,27,24.94,3.6,2061,true,"books-media,fiction,sale,trending,budget-friendly",2024/10/06,2025-08-29,products.csv,2026-02-11T07:14:54.110402
PRD-000323,VND-007,SKU-43823,Essential Remote Control Car,Discover the ultimate essential remote control car for your needs.,Toys & Games,Outdoor Toys,USD,919.95,391.23,205,35,9.5,1.3,3116,false,"toys-games,outdoor-toys,budget-friendly",2021/03/24,2021-06-16,products.csv,2026-02-11T07:14:54.110402
PRD-000087,VND-005,SKU-80371,Modern Casual Sneakers,Our Modern Casual Sneakers combines style and functionality.,Clothing,Accessories,USD,195.08,67.72,178,29,14.96,3.4,958,false,"clothing,accessories,premium,new-arrival",26-Jul-2022,2022-10-27,products.csv,2026-02-11T07:14:54.110402
PRD-000114,VND-005,SKU-99764,Deluxe Wool Sweater,High-quality deluxe wool sweater perfect for everyday use.,Clothing,Kids' Wear,USD,107.23,49.47,421,43,16.17,1.6,4658,true,"clothing,kids'-wear,new-arrival",19-Sep-2022,2022-10-03,products.csv,2026-02-11T07:14:54.110402
PRD-000224,VND-008,SKU-74258,COMPACT MAKEUP BRUSH SET,High-quality compact makeup brush set perfect for everyday use.,Beauty & Personal Care,Makeup,USD,509.74,333.31,60,20,19.12,3.2,4026,true,"beauty-personal-care,makeup,sale",2021/10/06,2022-05-14,products.csv,2026-02-11T07:14:54.110402
PRD-000254,VND-008,SKU-28919,Compact Makeup Brush Set,High-quality compact makeup brush set perfect for everyday use.,Beauty & Personal Care,Fragrances,USD,510.72,177.27,189,29,11.89,3.3,3067,true,"beauty-personal-care,fragrances,trending,bestseller",31-Aug-2020,2021-02-02,products.csv,2026-02-11T07:14:54.110402
PRD-000242,VND-008,SKU-20378,Ultra Hair Dryer,Premium ultra hair dryer designed for maximum performance.,Beauty & Personal Care,Makeup,USD,908.13,485.15,23,42,7.46,3.3,133,true,"beauty-personal-care,makeup,premium,trending,new-arrival",2022/11/11,2023-01-08,products.csv,2026-02-11T07:14:54.110402
PRD-000091,VND-004,SKU-98635,Essential Water Bottle,Premium essential water bottle designed for maximum performance.,Sports & Outdoors,Team Sports,USD,398.76,236.21,142,39,22.02,1.0,2934,false,"sports-outdoors,team-sports,trending,new-arrival,budget-friendly",12-01-2024,2025-01-02,products.csv,2026-02-11T07:14:54.110402
PRD-000026,VND-002,SKU-87832,Modern Power Bank,Experience the best in electronics with our Modern Power Bank.,Electronics,Smartphones,USD,475.2,293.22,411,48,6.69,4.3,4662,true,"electronics,smartphones,bestseller,trending",2022-05-20,2022-10-14,products.csv,2026-02-11T07:14:54.110402
PRD-000463,VND-003,SKU-23895,Modern Coffee Maker,Premium modern coffee maker designed for maximum performance.,Home & Kitchen,Storage,USD,76.23,44.97,157,18,-20.11,3.4,3027,false,"home-kitchen,storage,bestseller,budget-friendly",11-24-2021,2022-09-09,products.csv,2026-02-11T07:14:54.110402
PRD-000390,VND-001,SKU-58348,Modern Wireless Headphones,Premium modern wireless headphones designed for maximum performance.,,,USD,916.64,549.96,140,44,10.02,3.5,851,false,"bestseller,eco-friendly",2023-03-17,2023-04-05,products.csv,2026-02-11T07:14:54.110402
PRD-000382,VND-001,SKU-89281,Essential Tablet Pro,Discover the ultimate essential tablet pro for your needs.,Electronics,Smartwatches,USD,919.77,482.33,154,40,19.64,2.2,2329,true,"electronics,smartwatches,eco-friendly,new-arrival,trending",2021-02-19,2022-02-13,products.csv,2026-02-11T07:14:54.110402
PRD-000041,VND-004,SKU-24184,Modern Swimming Goggles,Our Modern Swimming Goggles combines style and functionality. - Special: résumé,Sports & Outdoors,Water Sports,USD,356.6,157.05,345,21,14.07,3.8,1173,false,"sports-outdoors,water-sports,trending,bestseller,new-arrival",23-Feb-2020,2020-12-08,products.csv,2026-02-11T07:14:54.110402
PRD-000078,VND-007,SKU-70161,Professional Building Blocks,Our Professional Building Blocks combines style and functionality.,Toys & Games,Educational Toys,USD,569.34,380.13,87,24,-13.86,4.4,1731,true,"toys-games,educational-toys,trending,sale,bestseller",2024/09/27,2025-09-16,products.csv,2026-02-11T07:14:54.110402
PRD-000372,VND-003,SKU-25461,Smart Knife Set,Premium smart knife set designed for maximum performance.,Home & Kitchen,Furniture,USD,90.68,28.07,61,20,-22.51,1.5,598,true,"home-kitchen,furniture,budget-friendly,eco-friendly,trending",16-Apr-2024,2024-06-22,products.csv,2026-02-11T07:14:54.110402
PRD-000249,VND-002,SKU-48289,Professional Smart Watch,Premium professional smart watch designed for maximum performance.,Electronics,Tablets,USD,711.07,416.74,212,36,3.53,3.0,2954,false,"electronics,tablets,new-arrival,budget-friendly,eco-friendly",14/01/2020,2020-12-01,products.csv,2026-02-11T07:14:54.110402
PRD-000344,VND-002,SKU-41768,Professional Bluetooth Speaker,Discover the ultimate professional bluetooth speaker for your needs.,Electronics,Cameras,USD,662.88,372.62,96,42,0.43,2.3,865,false,"electronics,cameras,sale",28/11/2021,2022-02-02,products.csv,2026-02-11T07:14:54.110402
PRD-000451,VND-005,SKU-31013,Ultra Cotton T-Shirt,Premium ultra cotton t-shirt designed for maximum performance.,Clothing,Footwear,USD,374.39,166.76,430,30,13.58,2.8,3267,false,"clothing,footwear,eco-friendly,new-arrival,premium",2021/03/02,2021-05-09,products.csv,2026-02-11T07:14:54.110402
PRD-000375,VND-005,SKU-73784,Modern Workout Leggings,High-quality modern workout leggings perfect for everyday use.,Clothing,Men's Wear,USD,444.52,220.19,429,11,16.69,3.2,3027,true,"clothing,men's-wear,eco-friendly,trending",2020-12-11,2021-03-25,products.csv,2026-02-11T07:14:54.110402
PRD-000415,VND-006,SKU-40382,Compact Travel Guide,Discover the ultimate compact travel guide for your needs.,Books & Media,Non-Fiction,USD,221.07,124.11,80,36,15.28,2.3,2206,false,"books-media,non-fiction,trending,sale",22/03/2022,2022-07-17,products.csv,2026-02-11T07:14:54.110402
PRD-000002,VND-007,SKU-89131,Professional Card Game,High-quality professional card game perfect for everyday use.,Toys & Games,Educational Toys,USD,271.87,150.69,98,33,15.75,4.5,1332,false,"toys-games,educational-toys,new-arrival,premium",03/04/2020,2020-10-09,products.csv,2026-02-11T07:14:54.110402
PRD-000235,VND-007,SKU-21673,Premium Dollhouse,Premium premium dollhouse designed for maximum performance.,Toys & Games,Puzzles,USD,958.44,669.07,365,28,11.4,2.7,1551,false,"toys-games,puzzles,trending",10-31-2024,2025-06-02,products.csv,2026-02-11T07:14:54.110402
PRD-000472,VND-008,SKU-24058,Premium Hair Dryer,Our Premium Hair Dryer combines style and functionality.,Beauty & Personal Care,Haircare,USD,885.56,583.95,27,29,9.6,2.7,1161,true,"beauty-personal-care,haircare,budget-friendly,new-arrival",15/08/2023,2023-12-27,products.csv,2026-02-11T07:14:54.110402
PRD-000474,VND-004,SKU-34650,Premium Monitor Stand,Our Premium Monitor Stand combines style and functionality.,,,USD,242.46,143.17,434,44,23.81,2.9,1193,false,"premium,sale,trending",08-09-2021,2022-01-20,products.csv,2026-02-11T07:14:54.110402
PRD-000438,VND-006,SKU-40763,Ultra Children's Book,High-quality ultra children's book perfect for everyday use.,Books & Media,Entertainment,USD,326.94,205.46,469,24,6.25,3.4,3811,true,"books-media,entertainment,budget-friendly,bestseller,trending",2022/11/05,2023-03-22,products.csv,2026-02-11T07:14:54.110402
PRD-000246,VND-001,SKU-82516,Deluxe Bluetooth Speaker,Discover the ultimate deluxe bluetooth speaker for your needs.,Electronics,Headphones,USD,72.87,46.74,147,39,8.73,4.6,1074,false,"electronics,headphones,premium,trending,budget-friendly",08-19-2022,2023-01-16,products.csv,2026-02-11T07:14:54.110402
PRD-000454,VND-002,SKU-29739,Smart Mechanical Keyboard,High-quality smart mechanical keyboard perfect for everyday use.,Electronics,Tablets,USD,958.37,528.52,51,27,11.93,3.5,2043,true,"electronics,tablets,new-arrival,trending,bestseller",23/11/2020,2021-01-20,products.csv,2026-02-11T07:14:54.110402
PRD-000063,VND-005,SKU-98317,Premium Workout Leggings,Discover the ultimate premium workout leggings for your needs.,Clothing,Men's Wear,USD,118.5,37.05,369,17,19.59,2.5,1562,false,"clothing,men's-wear,sale,trending",10/09/2022,2022-09-19,products.csv,2026-02-11T07:14:54.110402
PRD-000174,VND-004,SKU-72469,Advanced Camping Tent,Experience the best in sports & outdoors with our Advanced Camping Tent.,Sports & Outdoors,Fitness Equipment,USD,142.74,92.33,391,41,3.52,1.3,2661,false,"sports-outdoors,fitness-equipment,trending",2021/07/06,2022-02-25,products.csv,2026-02-11T07:14:54.110402
PRD-000094,VND-003,SKU-98753,Ultra Power Bank,High-quality ultra power bank perfect for everyday use.,,,USD,151.41,93.33,226,25,18.73,2.5,2268,false,new-arrival,2020-06-26,2021-05-22,products.csv,2026-02-11T07:14:54.110402
PRD-000132,VND-006,SKU-36619,Classic Children's Book,Experience the best in books & media with our Classic Children's Book.,Books & Media,Fiction,USD,624.35,326.31,150,18,15.12,1.5,1318,true,"books-media,fiction,bestseller,sale",2023-10-30,2024-08-24,products.csv,2026-02-11T07:14:54.110402
PRD-000321,VND-001,SKU-27510,Ultra Gaming Mouse,Experience the best in electronics with our Ultra Gaming Mouse.,Electronics,Cameras,USD,921.69,296.45,107,16,13.83,1.1,4764,false,"electronics,cameras,budget-friendly,eco-friendly",24/04/2020,2020-05-31,products.csv,2026-02-11T07:14:54.110402
PRD-000159,VND-003,SKU-65082,Deluxe Cookware Set,Our Deluxe Cookware Set combines style and functionality.,Home & Kitchen,Decor,USD,318.45,144.55,36,38,23.8,4.3,2024,false,"home-kitchen,decor,trending",06/01/2021,2021-01-23,products.csv,2026-02-11T07:14:54.110402
PRD-000340,VND-006,SKU-11428,Advanced Biography,Premium advanced biography designed for maximum performance.,Books & Media,Fiction,USD,719.62,272.63,142,41,15.08,2.7,4084,false,"books-media,fiction,trending,bestseller",2024-07-11,2024-08-03,products.csv,2026-02-11T07:14:54.110402
PRD-000013,VND-006,SKU-24168,Classic Travel Guide,Our Classic Travel Guide combines style and functionality.,Books & Media,Non-Fiction,USD,388.71,168.1,204,11,21.8,3.0,944,true,"books-media,non-fiction,eco-friendly",2024-11-05,2025-03-18,products.csv,2026-02-11T07:14:54.110402
PRD-000018,VND-004,SKU-81121,essential swimming goggles,Premium essential swimming goggles designed for maximum performance.,Sports & Outdoors,Water Sports,USD,471.26,233.41,482,27,22.03,3.9,3570,false,"sports-outdoors,water-sports,trending",2024/03/23,2024-11-26,products.csv,2026-02-11T07:14:54.110402
PRD-000111,VND-007,SKU-44510,Smart Building Blocks,Premium smart building blocks designed for maximum performance.,Toys & Games,Action Figures,USD,445.33,235.62,211,25,2.51,2.7,3901,false,"toys-games,action-figures,trending",22/04/2023,2023-09-22,products.csv,2026-02-11T07:14:54.110402
PRD-000368,VND-008,SKU-20426,Professional Body Lotion,Experience the best in beauty & personal care with our Professional Body Lotion.,Beauty & Personal Care,Fragrances,USD,283.67,150.9,322,12,6.98,1.2,4533,false,"beauty-personal-care,fragrances,premium",19-Nov-2024,2025-03-15,products.csv,2026-02-11T07:14:54.110402
PRD-000442,VND-007,SKU-84459,Classic Outdoor Play Set,Experience the best in toys & games with our Classic Outdoor Play Set.,Toys & Games,Board Games,USD,567.72,179.12,79,44,24.4,4.3,985,false,"toys-games,board-games,bestseller,sale",21/03/2023,2023-08-27,products.csv,2026-02-11T07:14:54.110402
PRD-000272,VND-008,SKU-65708,Advanced Hair Dryer,Premium advanced hair dryer designed for maximum performance.,Beauty & Personal Care,Fragrances,USD,889.81,364.12,298,11,2.19,2.6,1471,false,"beauty-personal-care,fragrances,sale",15-Nov-2022,2023-06-29,products.csv,2026-02-11T07:14:54.110402
PRD-000461,VND-006,SKU-51820,Deluxe Self-Help Guide,Our Deluxe Self-Help Guide combines style and functionality.,Books & Media,Magazines,USD,456.27,295.42,21,39,24.98,4.4,3704,false,"books-media,magazines,premium",2022/04/19,2022-07-06,products.csv,2026-02-11T07:14:54.110402
PRD-000086,VND-002,SKU-25084,Ultra Tablet Pro,Premium ultra tablet pro designed for maximum performance.,Electronics,Smartphones,USD,32.35,17.37,408,34,8.34,3.9,36,false,"electronics,smartphones,new-arrival",12/01/2021,2022-01-07,products.csv,2026-02-11T07:14:54.110402
PRD-000064,VND-003,SKU-75774,Premium Coffee Maker,Our Premium Coffee Maker combines style and functionality.,Home & Kitchen,Storage,USD,777.21,325.96,489,29,24.95,1.8,2367,true,"home-kitchen,storage,premium",12-27-2022,2023-12-22,products.csv,2026-02-11T07:14:54.110402
PRD-000203,VND-007,SKU-14931,professional action figure,Premium professional action figure designed for maximum performance.,Toys & Games,Action Figures,USD,600.3,207.15,48,19,5.97,3.6,3886,false,"toys-games,action-figures,new-arrival",01-Nov-2024,2025-07-13,products.csv,2026-02-11T07:14:54.110402
PRD-000288,VND-007,SKU-14522,Premium Remote Control Car,High-quality premium remote control car perfect for everyday use.,Toys & Games,Action Figures,USD,922.24,636.03,487,15,17.06,4.7,4247,false,"toys-games,action-figures,new-arrival,trending",2020-11-26,2021-03-02,products.csv,2026-02-11T07:14:54.110402
PRD-000180,VND-005,SKU-37504,Compact Denim Jeans,Discover the ultimate compact denim jeans for your needs.,Clothing,Accessories,USD,698.86,413.5,311,41,23.35,1.5,4034,true,"clothing,accessories,new-arrival,premium,sale",15-Jun-2021,2021-09-15,products.csv,2026-02-11T07:14:54.110402
PRD-000202,VND-005,SKU-58487,Premium Winter Jacket,Discover the ultimate premium winter jacket for your needs.,Clothing,Footwear,USD,557.86,321.85,249,23,-15.35,2.7,1172,false,"clothing,footwear,eco-friendly,trending",15/01/2020,2020-12-07,products.csv,2026-02-11T07:14:54.110402
PRD-000448,VND-008,SKU-14678,Essential Lipstick Collection,Discover the ultimate essential lipstick collection for your needs.,Beauty & Personal Care,Haircare,USD,474.26,150.58,378,10,1.78,1.8,1251,false,"beauty-personal-care,haircare,new-arrival,sale",2023-05-07,2023-10-28,products.csv,2026-02-11T07:14:54.110402
PRD-000019,VND-006,SKU-26728,Smart Technical Manual,Premium smart technical manual designed for maximum performance.,Books & Media,Non-Fiction,USD,980.9,478.8,133,44,10.77,4.8,426,false,"books-media,non-fiction,premium",2021/03/09,2021-09-04,products.csv,2026-02-11T07:14:54.110402
PRD-000099,VND-006,SKU-25650,Compact Mystery Novel,Our Compact Mystery Novel combines style and functionality.,Books & Media,Fiction,USD,507.01,226.79,167,41,11.68,2.2,1600,false,"books-media,fiction,new-arrival",2022-07-24,2023-04-29,products.csv,2026-02-11T07:14:54.110402
PRD-000367,VND-008,SKU-46791,Classic Makeup Brush Set,Discover the ultimate classic makeup brush set for your needs.,Beauty & Personal Care,Haircare,$,801.58,388.84,128,38,1.06,4.3,72,false,"beauty-personal-care,haircare,sale",17-Jul-2024,2025-03-12,products.csv,2026-02-11T07:14:54.110402
PRD-000478,VND-005,SKU-49817,SMART WORKOUT LEGGINGS,Premium smart workout leggings designed for maximum performance.,Clothing,Footwear,USD,434.23,238.0,163,32,,4.1,4016,false,"clothing,footwear,bestseller,trending",2021/06/07,2021-06-20,products.csv,2026-02-11T07:14:54.110402
PRD-000154,VND-007,SKU-89374,Ultra Action Figure,Our Ultra Action Figure combines style and functionality.,Toys & Games,Educational Toys,USD,206.96,68.64,195,31,12.24,3.4,1869,false,"toys-games,educational-toys,premium,sale",07/08/2022,2023-01-14,products.csv,2026-02-11T07:14:54.110402
PRD-000190,VND-007,SKU-37684,Essential Stuffed Animal,Experience the best in toys & games with our Essential Stuffed Animal.,Toys & Games,Outdoor Toys,USD,665.85,437.75,36,48,24.94,3.6,3487,false,"toys-games,outdoor-toys,trending",2020/10/21,2021-09-05,products.csv,2026-02-11T07:14:54.110402
PRD-000374,VND-006,SKU-33163,Professional Biography,Experience the best in books & media with our Professional Biography.,Books & Media,Entertainment,USD,513.57,242.52,432,27,14.15,1.2,4711,false,"books-media,entertainment,bestseller,sale",08-07-2021,2022-06-18,products.csv,2026-02-11T07:14:54.110402
PRD-000066,VND-004,SKU-53292,Premium Tennis Racket,High-quality premium tennis racket perfect for everyday use.,Sports & Outdoors,Fitness Equipment,USD,720.17,428.84,333,12,16.36,1.4,1434,true,"sports-outdoors,fitness-equipment,bestseller",08-11-2021,2022-03-12,products.csv,2026-02-11T07:14:54.110402
PRD-000183,VND-003,SKU-50407,Essential Air Fryer,High-quality essential air fryer perfect for everyday use.,Home & Kitchen,Appliances,USD,708.2,256.11,154,31,11.35,1.1,3960,true,"home-kitchen,appliances,budget-friendly,sale",2022-02-05,2022-10-31,products.csv,2026-02-11T07:14:54.110402
PRD-000447,VND-008,SKU-78822,Classic Shampoo Formula,Premium classic shampoo formula designed for maximum performance.,Beauty & Personal Care,Personal Hygiene,USD,401.5,137.87,167,17,22.57,2.1,3235,true,"beauty-personal-care,personal-hygiene,eco-friendly",02-24-2024,2024-06-06,products.csv,2026-02-11T07:14:54.110402
PRD-000418,VND-003,SKU-21535,Modern Water Filter,Our Modern Water Filter combines style and functionality.,Home & Kitchen,Bedding,USD,443.87,190.2,402,24,0.64,2.8,3774,true,"home-kitchen,bedding,new-arrival,premium",02-22-2024,2024-08-25,products.csv,2026-02-11T07:14:54.110402
PRD-000057,VND-005,SKU-93584,Classic Winter Jacket,Premium classic winter jacket designed for maximum performance.,Clothing,Women's Wear,USD,182.34,63.84,282,30,9.09,4.1,607,false,"clothing,women's-wear,premium,eco-friendly",2020-06-25,2021-02-10,products.csv,2026-02-11T07:14:54.110402
PRD-000450,VND-002,SKU-83755,Classic Wireless Headphones,Experience the best in electronics with our Classic Wireless Headphones.,Electronics,Smartphones,USD,67.82,33.34,330,19,16.26,3.5,3720,false,"electronics,smartphones,new-arrival,budget-friendly",05-Nov-2023,2024-08-05,products.csv,2026-02-11T07:14:54.110402
PRD-000187,VND-008,SKU-32387,Compact Shampoo Formula,Discover the ultimate compact shampoo formula for your needs.,Beauty & Personal Care,Makeup,USD,289.42,126.27,154,47,2.76,1.6,3531,false,"beauty-personal-care,makeup,budget-friendly,sale,eco-friendly",31-Mar-2022,2022-11-08,products.csv,2026-02-11T07:14:54.110402
PRD-000106,VND-008,SKU-21830,Deluxe Wireless Headphones,Experience the best in  with our Deluxe Wireless Headphones.,,,US DOLLAR,65.6,29.48,410,35,20.18,4.4,4800,false,"sale,budget-friendly",2021-10-24,2021-12-14,products.csv,2026-02-11T07:14:54.110402
PRD-000229,VND-001,SKU-41506,Essential USB Hub,Experience the best in electronics with our Essential USB Hub.,Electronics,Tablets,USD,158.96,98.37,421,29,1.7,1.5,3802,false,"electronics,tablets,trending,budget-friendly,bestseller",11-24-2020,2021-07-30,products.csv,2026-02-11T07:14:54.110402
PRD-000393,VND-004,SKU-27397,Modern Camping Tent,Our Modern Camping Tent combines style and functionality.,Sports & Outdoors,Camping Gear,USD,317.37,200.51,151,20,20.9,2.4,300,false,"sports-outdoors,camping-gear,new-arrival,eco-friendly",06-19-2022,2023-04-14,products.csv,2026-02-11T07:14:54.110402
PRD-000296,VND-008,SKU-59375,Classic Perfume Essence,Discover the ultimate classic perfume essence for your needs.,Beauty & Personal Care,Fragrances,USD,68.21,41.14,200,35,21.65,2.7,588,false,"beauty-personal-care,fragrances,sale,budget-friendly,new-arrival",27/07/2024,2025-04-23,products.csv,2026-02-11T07:14:54.110402
PRD-000361,VND-001,SKU-44478,Classic Mechanical Keyboard,High-quality classic mechanical keyboard perfect for everyday use.,Electronics,Cameras,USD,656.69,287.85,387,14,5.19,3.3,3409,true,"electronics,cameras,eco-friendly,bestseller,budget-friendly",2024-12-03,2025-10-05,products.csv,2026-02-11T07:14:54.110402
PRD-000084,VND-007,SKU-88372,ESSENTIAL DOLLHOUSE,Our ESSENTIAL DOLLHOUSE combines style and functionality.,Toys & Games,Board Games,USD,484.43,332.67,304,31,24.21,3.5,3526,true,"toys-games,board-games,bestseller",2020-06-23,2020-08-16,products.csv,2026-02-11T07:14:54.110402
PRD-000417,VND-008,SKU-31026,Deluxe Face Moisturizer,Our Deluxe Face Moisturizer combines style and functionality.,Beauty & Personal Care,Skincare,USD,332.22,162.37,310,14,24.0,2.5,2658,false,"beauty-personal-care,skincare,budget-friendly",2020-05-01,2020-11-28,products.csv,2026-02-11T07:14:54.110402
PRD-000172,VND-005,SKU-13862,Advanced Sports Bra,Premium advanced sports bra designed for maximum performance.,Clothing,Kids' Wear,USD,944.69,333.2,320,18,9.62,4.6,4759,true,"clothing,kids'-wear,budget-friendly,new-arrival,premium",04/05/2022,2023-02-05,products.csv,2026-02-11T07:14:54.110402
PRD-000267,VND-008,SKU-15776,Advanced Hair Dryer,Experience the best in beauty & personal care with our Advanced Hair Dryer.,Beauty & Personal Care,Haircare,USD,69.88,32.76,149,22,3.73,3.0,1641,true,"beauty-personal-care,haircare,budget-friendly",17-Jan-2020,2020-12-09,products.csv,2026-02-11T07:14:54.110402
PRD-000470,VND-004,SKU-99764,Compact Water Bottle,Premium compact water bottle designed for maximum performance.,Sports & Outdoors,Cycling,USD,746.8,285.16,133,17,15.23,3.6,341,true,"sports-outdoors,cycling,premium",08-25-2023,2024-03-10,products.csv,2026-02-11T07:14:54.110402
PRD-000109,VND-003,SKU-14379,Professional Storage Container,Premium professional storage container designed for maximum performance.,Home & Kitchen,Cookware,USD,301.95,97.05,47,31,18.33,1.7,1683,true,"home-kitchen,cookware,premium,eco-friendly",2023/06/10,2023-09-15,products.csv,2026-02-11T07:14:54.110402
PRD-000352,VND-007,SKU-36149,Modern Board Game Classic,Our Modern Board Game Classic combines style and functionality.,Toys & Games,Puzzles,USD,257.51,121.3,426,36,11.58,3.7,3360,false,"toys-games,puzzles,eco-friendly",10-Oct-2020,2021-06-03,products.csv,2026-02-11T07:14:54.110402
